Player,Shot,Point,Game,Set,bounce_x_std,bounce_y_std,hit_x_std,hit_y_std,hit_z,Speed (MPH),Type,Stroke,Spin,Bounce Depth,Bounce Zone,Hit Zone,Result,Winner,Hit Depth,Direction,Hit Side,Bounce (x),Bounce (y),Hit (x),Hit (y)
Opponent,13,94,16,2,0.044347,3.145902,-0.528809,-0.736184,1.246094,49.847858,in_play,Forehand,Flat,deep,deuce,ad,In,Opponent,out,inside in,near,-0.044347,20.624098,-0.528809,-0.736184
Adi Bitton,14,94,16,2,0.404053,12.296875,0.640625,-0.876288,1.013672,39.376907,in_play,Forehand,Topspin,short,ad,deuce,Net,Opponent,deep,down the line,far,0.404053,12.296875,-0.640625,24.646288
Opponent,1,95,16,2,0.582057,5.895198,1.021484,-0.189309,2.537109,82.791054,first_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,down the T,near,-0.582057,17.874802,1.021484,-0.189309
Adi Bitton,2,95,16,2,1.80731,3.238223,1.030273,0.404962,1.791016,47.904972,first_return,Backhand,Flat,deep,deuce,deuce,In,Opponent,deep,inside out,far,1.80731,3.238223,-1.030273,23.365038
Opponent,3,95,16,2,-1.650707,0.009866,2.054688,-1.298684,1.102539,49.377964,serve_plus_one,Forehand,Flat,deep,ad,deuce,In,Opponent,out,down the line,near,1.650707,23.760134,2.054688,-1.298684
Adi Bitton,4,95,16,2,-0.831543,12.320312,-1.606445,-0.782538,0.649902,32.072746,return_plus_one,Backhand,Topspin,short,deuce,ad,Net,Adi Bitton,deep,down the line,far,-0.831543,12.320312,1.606445,24.552538
Adi Bitton,1,96,17,2,2.253906,9.223125,1.181641,0.279441,2.433594,53.136135,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,out wide,near,-2.253906,14.546875,1.181641,0.279441
Opponent,2,96,17,2,1.131836,1.0625,4.425781,0.311212,1.349609,48.26749,first_return,Forehand,Topspin,deep,deuce,deuce_alley,In,Adi Bitton,deep,down the line,far,1.131836,1.0625,-4.425781,23.458788
Adi Bitton,3,96,17,2,1.456055,4.395,1.523438,-1.033059,1.611328,51.183853,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.456055,19.375,1.523438,-1.033059
Opponent,4,96,17,2,0.889648,5.335938,2.349609,-1.251288,1.227539,54.271854,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,0.889648,5.335938,-2.349609,25.021288
Adi Bitton,5,96,17,2,2.208984,5.479097,0.873047,-1.720559,0.9375,52.308781,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-2.208984,18.290903,0.873047,-1.720559
Opponent,6,96,17,2,2.328125,8.070312,3.837891,-2.188788,0.987305,51.686913,in_play,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,out,cross court,far,2.328125,8.070312,-3.837891,25.958788
Adi Bitton,7,96,17,2,-2.289062,7.691875,4.351562,0.552878,0.274414,29.122498,in_play,Forehand,Slice,short,ad,deuce_alley,In,Adi Bitton,deep,down the line,near,2.289062,16.078125,4.351562,0.552878
Opponent,8,96,17,2,-3.753906,1.851562,-2.748047,0.889337,0.492188,52.208672,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-3.753906,1.851562,2.748047,22.880663
Opponent,9,96,17,2,0.657777,18.381901,-1.094727,4.279962,2.277344,29.035788,in_play,Backhand,Flat,deep,ad,ad,Net,Adi Bitton,short,cross court,far,0.657777,18.381901,1.094727,19.490038
Adi Bitton,1,97,17,2,0.154137,6.4314,-0.574707,-0.658059,2.263672,65.043877,first_serve,Serve,Kick,short,deuce,ad,Out,Adi Bitton,out,down the T,near,-0.154137,17.3386,-0.574707,-0.658059
Opponent,2,97,17,2,-3.742188,18.671875,1.589844,-0.501288,1.398438,35.30328,first_return,Forehand,Slice,deep,deuce,deuce,Net,Adi Bitton,deep,cross court,far,-3.742188,18.671875,-1.589844,24.271288
Adi Bitton,1,98,17,2,0.968262,5.660625,1.472656,0.357566,2.525391,76.743767,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-0.968262,18.109375,1.472656,0.357566
Opponent,2,98,17,2,-1.278271,-1.632861,2.060547,0.061212,1.535156,44.659397,first_return,Backhand,Topspin,out,ad,deuce,Out,Adi Bitton,deep,inside in,far,-1.278271,-1.632861,-2.060547,23.708788
Adi Bitton,1,99,17,2,-1.34668,11.918438,0.114624,0.127373,1.998047,38.349579,first_serve,Serve,Kick,short,deuce,ad,Net,Adi Bitton,deep,down the T,near,1.34668,11.851562,0.114624,0.127373
Adi Bitton,1,99,17,2,-1.958984,6.11375,-0.532715,-0.134622,2.236328,58.714638,second_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,down the T,near,1.958984,17.65625,-0.532715,-0.134622
Opponent,2,99,17,2,-1.746094,2.273438,-2.238281,-1.501288,1.304688,67.196442,second_return,Forehand,Flat,deep,ad,ad,In,Adi Bitton,out,inside out,far,-1.746094,2.273438,2.238281,25.271288
Adi Bitton,3,99,17,2,-0.002903,5.3325,-2.664062,-1.462747,0.983887,55.718231,serve_plus_one,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,0.002903,18.4375,-2.664062,-1.462747
Opponent,4,99,17,2,-2.998047,3.171875,-0.34375,-0.032538,0.866699,57.017879,return_plus_one,Forehand,Flat,deep,ad,ad,In,Adi Bitton,deep,inside out,far,-2.998047,3.171875,0.34375,23.802538
Adi Bitton,5,99,17,2,4.250472,24.084024,-3.8125,-0.353372,1.091797,29.001192,in_play,Backhand,Topspin,out,ad_alley,ad,Net,Adi Bitton,deep,down the line,near,-4.250472,-0.314024,-3.8125,-0.353372
Opponent,6,99,17,2,-1.138672,12.484375,0.492432,3.248712,1.454102,18.186579,in_play,Volley,Topspin,short,deuce,deuce,Net,Adi Bitton,deep,cross court,far,-1.138672,12.484375,-0.492432,20.521288
Opponent,1,100,18,2,0.377405,6.843362,0.987793,-0.532538,2.240234,74.049866,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,0.377405,6.843362,-0.987793,24.302538
Adi Bitton,2,100,18,2,-0.031166,1.713722,0.533203,-1.853372,1.147461,51.02338,first_return,Backhand,Flat,deep,ad,deuce,In,Adi Bitton,out,inside in,near,0.031166,22.056278,0.533203,-1.853372
Opponent,3,100,18,2,-1.026824,4.917284,0.242065,-0.782538,1.5625,43.782207,serve_plus_one,Backhand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,inside in,far,-1.026824,4.917284,-0.242065,24.552538
Adi Bitton,4,100,18,2,2.12665,0.002574,-1.204102,-1.212747,1.611328,57.751842,return_plus_one,Backhand,Flat,deep,deuce,ad,In,Adi Bitton,out,down the line,near,-2.12665,23.767426,-1.204102,-1.212747
Opponent,5,100,18,2,-3.316406,12.703125,2.423828,-2.110663,0.327637,32.238182,in_play,Forehand,Flat,short,deuce,deuce,Net,Adi Bitton,out,cross court,far,-3.316406,12.703125,-2.423828,25.880663
Opponent,1,101,18,2,-2.446507,6.684091,-1.229492,-0.095038,2.232422,79.236511,first_serve,Serve,Flat,short,ad,ad,In,Adi Bitton,deep,out wide,far,-2.446507,6.684091,1.229492,23.865038
Adi Bitton,2,101,18,2,0.953731,6.434791,-4.039062,-0.517434,1.148438,33.467396,first_return,Backhand,Slice,short,deuce,ad,In,Adi Bitton,deep,down the line,near,-0.953731,17.335209,-4.039062,-0.517434
Opponent,3,101,18,2,-1.667969,18.285524,0.762207,2.248712,0.737305,23.543074,serve_plus_one,Forehand,Slice,short,deuce,deuce,Net,Opponent,deep,cross court,far,-1.667969,18.285524,-0.762207,21.521288
Opponent,1,102,18,2,2.898438,12.5625,0.800781,-0.188788,2.25,29.899242,first_serve,Serve,Flat,short,ad,deuce,Net,Opponent,deep,out wide,far,2.898438,12.5625,-0.800781,23.958788
Opponent,1,102,18,2,0.822908,6.536817,1.185547,-0.188788,2.101562,59.356796,second_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,down the T,far,0.822908,6.536817,-1.185547,23.958788
Adi Bitton,2,102,18,2,-3.065702,2.591564,1.132812,-0.251809,1.363281,38.14426,second_return,Backhand,Topspin,deep,ad,deuce,In,Opponent,deep,inside in,near,3.065702,21.178436,1.132812,-0.251809
Opponent,3,102,18,2,-3.288083,8.954272,-3.179688,-0.907538,0.969727,28.969809,serve_plus_one,Backhand,Topspin,short,ad,ad,In,Opponent,deep,cross court,far,-3.288083,8.954272,3.179688,24.677538
Adi Bitton,4,102,18,2,4.689555,2.648464,-4.804688,3.013815,0.291504,30.701666,return_plus_one,Backhand,Slice,deep,deuce_alley,ad_alley,Out,Adi Bitton,deep,down the line,near,-4.689555,21.121536,-4.804688,3.013815
Opponent,1,103,18,2,-3.408292,6.953135,-1.15625,0.248712,2.304688,64.598793,first_serve,Serve,Slice,short,ad,ad,In,Adi Bitton,deep,out wide,far,-3.408292,6.953135,1.15625,23.521288
Adi Bitton,2,103,18,2,-3.103389,2.803146,-4.453125,-0.283059,1.232422,50.143288,first_return,Backhand,Topspin,deep,ad,ad_alley,In,Adi Bitton,deep,down the line,near,3.103389,20.966854,-4.453125,-0.283059
Opponent,3,103,18,2,-1.105615,4.188667,-4.183594,-1.282538,1.493164,53.318058,serve_plus_one,Backhand,Topspin,deep,ad,ad_alley,In,Adi Bitton,out,down the line,far,-1.105615,4.188667,4.183594,25.052538
Adi Bitton,4,103,18,2,0.656127,4.778846,-2.175781,-1.743997,1.306641,50.059559,return_plus_one,Backhand,Flat,deep,deuce,ad,In,Adi Bitton,out,down the line,near,-0.656127,18.991154,-2.175781,-1.743997
Opponent,5,103,18,2,-2.058792,4.781817,0.942871,-1.063788,1.181641,55.708374,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-2.058792,4.781817,-0.942871,24.833788
Adi Bitton,6,103,18,2,-2.276588,4.132864,-2.1875,-0.798684,0.900391,62.591434,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,2.276588,19.637136,-2.1875,-0.798684
Opponent,7,103,18,2,2.417969,18.171875,-3.373047,-2.157538,1.048828,41.484097,in_play,Backhand,Slice,short,ad,ad,Net,Adi Bitton,out,cross court,far,2.417969,18.171875,3.373047,25.927538
Opponent,1,104,18,2,0.769043,15.757812,0.671387,0.11586,2.003906,46.784252,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,down the T,far,0.769043,15.757812,-0.671387,23.65414
Opponent,1,104,18,2,2.484154,5.545187,1.113281,0.529962,2.341797,71.637543,second_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,2.484154,5.545187,-1.113281,23.240038
Adi Bitton,2,104,18,2,-1.78216,5.931474,3.365234,-1.072122,1.128906,45.990776,second_return,Forehand,Topspin,short,ad,deuce,In,Adi Bitton,out,down the line,near,1.78216,17.838526,3.365234,-1.072122
Opponent,3,104,18,2,2.099749,0.548836,-1.069336,-0.188788,1.071289,55.249447,serve_plus_one,Backhand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,down the line,far,2.099749,0.548836,1.069336,23.958788
Adi Bitton,4,104,18,2,1.608011,2.60111,2.654297,-1.540872,0.845703,43.972637,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.608011,21.16889,2.654297,-1.540872
Opponent,5,104,18,2,-2.873539,2.881953,2.697266,-1.251288,1.53418,45.144615,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,out,down the line,far,-2.873539,2.881953,-2.697266,25.021288
Adi Bitton,6,104,18,2,-1.337959,0.117654,-2.230469,-1.931497,1.337891,45.08559,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,1.337959,23.652346,-2.230469,-1.931497
Opponent,7,104,18,2,-0.406292,4.315932,-1.459961,-1.376288,1.71875,38.171505,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,far,-0.406292,4.315932,1.459961,25.146288
Adi Bitton,8,104,18,2,1.892345,3.38466,-0.719238,-1.314309,1.732422,67.647873,in_play,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,out,inside in,near,-1.892345,20.38534,-0.719238,-1.314309
Adi Bitton,1,105,19,3,3.820367,7.147717,1.459961,-0.220038,2.304688,56.896999,first_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.820367,7.147717,-1.459961,23.990038
Opponent,2,105,19,3,-0.44165,5.408697,4.535156,0.826316,1.355469,45.782028,first_return,Forehand,Topspin,deep,ad,deuce_alley,In,Adi Bitton,deep,down the line,near,0.44165,18.361303,4.535156,0.826316
Adi Bitton,3,105,19,3,-2.832118,6.591539,0.374512,0.264337,1.269531,48.582508,serve_plus_one,Forehand,Topspin,short,ad,deuce,In,Adi Bitton,deep,down the line,far,-2.832118,6.591539,-0.374512,23.505663
Adi Bitton,1,106,19,3,-2.620189,9.834394,-0.629883,-0.266913,2.355469,54.864876,first_serve,Serve,Flat,short,ad,ad,In,Adi Bitton,deep,out wide,far,-2.620189,9.834394,0.629883,24.036913
Opponent,2,106,19,3,0.075885,0.056165,-4.261719,-0.384622,1.066406,54.334015,first_return,Backhand,Topspin,deep,deuce,ad_alley,In,Adi Bitton,deep,down the line,near,-0.075885,23.713835,-4.261719,-0.384622
Adi Bitton,3,106,19,3,3.623521,4.219058,0.822754,-0.688788,1.314453,40.525299,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,3.623521,4.219058,-0.822754,24.458788
Opponent,4,106,19,3,0.232276,5.488975,3.935547,0.802878,1.916016,31.478373,return_plus_one,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,deep,cross court,near,-0.232276,18.281025,3.935547,0.802878
Adi Bitton,5,106,19,3,-2.64779,2.547285,2.255859,1.373712,1.976562,58.499805,in_play,Forehand,Flat,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-2.64779,2.547285,-2.255859,22.396288
Opponent,6,106,19,3,0.663086,12.098125,-2.751953,-2.447122,1.173828,30.592093,in_play,Backhand,Topspin,short,ad,ad,Net,Opponent,out,cross court,near,-0.663086,11.671875,-2.751953,-2.447122
Adi Bitton,1,107,19,3,3.347497,6.862804,1.558594,-0.329413,2.423828,60.633682,first_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,far,3.347497,6.862804,-1.558594,24.099413
Opponent,2,107,19,3,1.188061,0.064191,4.707031,-0.595559,1.082031,53.844727,first_return,Forehand,Topspin,deep,deuce,deuce_alley,In,Opponent,out,down the line,near,-1.188061,23.705809,4.707031,-0.595559
Adi Bitton,3,107,19,3,-2.39174,23.749752,2.263672,0.373712,0.986816,41.640984,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,Net,Adi Bitton,deep,cross court,far,-2.39174,23.749752,-2.263672,23.396288
Adi Bitton,1,108,19,3,-2.511079,4.639417,-0.517578,-0.188788,2.412109,60.028492,first_serve,Serve,Kick,deep,ad,ad,Out,Adi Bitton,deep,out wide,far,-2.511079,4.639417,0.517578,23.958788
Adi Bitton,1,108,19,3,-2.093333,8.042242,-0.321777,0.686212,2.353516,54.33263,second_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,out wide,far,-2.093333,8.042242,0.321777,23.083788
Opponent,2,108,19,3,-0.070878,-0.052559,-1.976562,-0.634622,1.37793,52.187458,second_return,Forehand,Flat,out,ad,ad,Out,Adi Bitton,out,inside out,near,0.070878,23.822559,-1.976562,-0.634622
Adi Bitton,3,108,19,3,-1.57365,1.901981,0.124817,-0.501288,1.154297,38.09877,serve_plus_one,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-1.57365,1.901981,-0.124817,24.271288
Opponent,1,109,20,3,1.611622,7.987579,1.092773,-0.220038,2.25,78.506767,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,1.611622,7.987579,-1.092773,23.990038
Adi Bitton,2,109,20,3,0.0137,0.021757,1.305664,-0.876809,1.263672,62.995018,first_return,Backhand,Flat,deep,deuce,deuce,In,Adi Bitton,out,inside out,near,-0.0137,23.748243,1.305664,-0.876809
Opponent,3,109,20,3,2.802734,12.039062,0.830078,0.186212,1.204102,31.191984,serve_plus_one,Backhand,Flat,short,ad,deuce,Net,Adi Bitton,deep,inside in,far,2.802734,12.039062,-0.830078,23.583788
Opponent,1,110,20,3,-3.306387,5.474356,-1.242188,0.311212,2.345703,69.501198,first_serve,Serve,Slice,deep,ad,ad,Out,Adi Bitton,deep,out wide,far,-3.306387,5.474356,1.242188,23.458788
Opponent,1,110,20,3,-3.309423,7.819237,-1.041992,0.248712,2.253906,52.567242,second_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,out wide,far,-3.309423,7.819237,1.041992,23.521288
Adi Bitton,2,110,20,3,-3.996567,3.547498,-4.433594,0.349753,1.396484,68.809525,second_return,Backhand,Topspin,deep,ad,ad_alley,In,Opponent,deep,down the line,near,3.996567,20.222502,-4.433594,0.349753
Opponent,1,111,20,3,2.154297,10.867188,0.719727,0.213268,2.136719,41.39389,first_serve,Serve,Flat,short,deuce,deuce,In,Opponent,deep,out wide,far,2.154297,10.867188,-0.719727,23.556732
Opponent,1,111,20,3,2.899087,6.542898,0.95752,-0.220038,2.339844,63.627186,second_serve,Serve,Flat,short,deuce,deuce,In,Opponent,deep,out wide,far,2.899087,6.542898,-0.95752,23.990038
Adi Bitton,2,111,20,3,0.057085,0.001632,3.392578,-0.915872,1.083984,43.416927,second_return,Forehand,Slice,deep,deuce,deuce,In,Opponent,out,cross court,near,-0.057085,23.768368,3.392578,-0.915872
Opponent,3,111,20,3,-2.803723,0.906472,1.595703,0.608087,1.164062,37.329704,serve_plus_one,Forehand,Slice,deep,ad,deuce,In,Opponent,deep,down the line,far,-2.803723,0.906472,-1.595703,23.161913
Adi Bitton,4,111,20,3,-4.117275,5.451799,-3.009766,-1.298684,1.259766,56.511517,return_plus_one,Backhand,Topspin,deep,ad_alley,ad,Out,Opponent,out,down the line,near,4.117275,18.318201,-3.009766,-1.298684
Opponent,1,112,20,3,0.45752,12.164062,-0.344482,0.015504,2.238281,48.686348,first_serve,Serve,Flat,short,ad,ad,Net,Opponent,deep,down the T,far,0.45752,12.164062,0.344482,23.754496
Opponent,1,112,20,3,-3.368862,8.654637,-0.957031,-0.063788,2.318359,53.457298,second_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,far,-3.368862,8.654637,0.957031,23.833788
Adi Bitton,2,112,20,3,-3.939573,1.17519,-4.53125,-0.361184,1.160156,68.633125,second_return,Backhand,Topspin,deep,ad,ad_alley,In,Opponent,deep,down the line,near,3.939573,22.59481,-4.53125,-0.361184
Opponent,3,112,20,3,0.247787,2.282044,-3.919922,0.686212,0.855469,31.972778,serve_plus_one,Backhand,Flat,deep,deuce,ad,In,Opponent,deep,down the line,far,0.247787,2.282044,3.919922,23.083788
Adi Bitton,4,112,20,3,1.313878,0.016033,-0.404297,-2.93931,1.347656,66.973221,return_plus_one,Forehand,Topspin,deep,deuce,ad,In,Opponent,out,inside in,near,-1.313878,23.753967,-0.404297,-2.93931
Opponent,5,112,20,3,1.11528,8.311898,2.714844,-1.782538,1.416016,45.636684,in_play,Forehand,Topspin,short,deuce,deuce,In,Opponent,out,cross court,far,1.11528,8.311898,-2.714844,25.552538
Adi Bitton,6,112,20,3,2.164062,17.668827,1.015625,2.545065,1.576172,23.60952,in_play,Forehand,Slice,short,ad,deuce,Net,Opponent,deep,down the line,near,-2.164062,6.101173,1.015625,2.545065
Opponent,1,113,20,3,3.45342,7.191866,1.123047,-0.657538,2.255859,80.411865,first_serve,Serve,Flat,short,deuce,deuce,In,Opponent,deep,out wide,far,3.45342,7.191866,-1.123047,24.427538
Adi Bitton,2,113,20,3,0.79248,-1.241168,4.234375,-0.892434,1.03418,44.461277,first_return,Forehand,Slice,out,deuce,deuce_alley,Out,Opponent,out,down the line,near,-0.79248,25.011168,4.234375,-0.892434
Opponent,1,114,20,3,-3.770376,6.946369,-0.841309,-0.626288,1.990234,49.000099,first_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,out wide,far,-3.770376,6.946369,0.841309,24.396288
Adi Bitton,2,114,20,3,2.083984,12.004375,-4.816406,-0.564309,0.987305,33.979908,first_return,Backhand,Topspin,short,ad,ad_alley,Net,Adi Bitton,out,down the line,near,-2.083984,11.765625,-4.816406,-0.564309
Opponent,1,115,20,3,-0.345916,8.998821,0.899414,0.292739,2.373047,89.113625,first_serve,Serve,Flat,short,ad,deuce,Out,Opponent,deep,down the T,far,-0.345916,8.998821,-0.899414,23.477261
Adi Bitton,1,116,21,3,1.478516,12.059062,1.177734,0.240378,2.419922,37.03204,first_serve,Serve,Flat,short,ad,deuce,Net,Opponent,deep,down the T,near,-1.478516,11.710938,1.177734,0.240378
Adi Bitton,1,116,21,3,2.56529,5.512201,1.487305,0.789686,2.279297,58.722858,second_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,near,-2.56529,18.257799,1.487305,0.789686
Opponent,2,116,21,3,3.689734,5.415522,6.007812,0.248712,1.125977,51.987652,second_return,Forehand,Topspin,deep,deuce,deuce_out,In,Opponent,deep,down the line,far,3.689734,5.415522,-6.007812,23.521288
Adi Bitton,3,116,21,3,4.127388,0.059978,3.966797,0.826316,1.097656,53.872402,serve_plus_one,Forehand,Topspin,deep,deuce_alley,deuce,Out,Opponent,deep,down the line,near,-4.127388,23.710022,3.966797,0.826316
Adi Bitton,1,117,21,3,-0.47454,6.413944,-0.039215,-0.20875,2.259766,70.667595,first_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,down the T,near,0.47454,17.356056,-0.039215,-0.20875
Opponent,2,117,21,3,1.044386,6.817319,-0.664062,-0.188788,1.302734,46.791832,first_return,Forehand,Topspin,short,deuce,ad,In,Opponent,deep,inside in,far,1.044386,6.817319,0.664062,23.958788
Adi Bitton,3,117,21,3,1.206055,17.790365,1.75293,0.107566,0.924805,32.142056,serve_plus_one,Forehand,Topspin,short,ad,deuce,Net,Adi Bitton,deep,down the line,near,-1.206055,5.979635,1.75293,0.107566
Adi Bitton,1,118,21,3,2.342508,7.199203,1.336914,0.224753,2.458984,67.650688,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,out wide,near,-2.342508,16.570797,1.336914,0.224753
Opponent,2,118,21,3,0.69692,6.111944,3.791016,0.279962,1.277344,48.103519,first_return,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,deep,cross court,far,0.69692,6.111944,-3.791016,23.490038
Adi Bitton,3,118,21,3,-1.941708,5.482337,2.177734,-0.267434,0.947266,55.883282,serve_plus_one,Forehand,Topspin,short,ad,deuce,In,Adi Bitton,deep,down the line,near,1.941708,18.287663,2.177734,-0.267434
Opponent,4,118,21,3,-1.30175,9.666156,-1.592773,-1.126288,0.861816,35.357044,return_plus_one,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,far,-1.30175,9.666156,1.592773,24.896288
Adi Bitton,5,118,21,3,1.127015,1.021295,-2.572266,2.006003,0.560059,36.470295,in_play,Backhand,Slice,deep,deuce,ad,In,Adi Bitton,deep,down the line,near,-1.127015,22.748705,-2.572266,2.006003
Opponent,6,118,21,3,-3.111328,12.398438,1.900391,-1.001288,1.03125,31.837576,in_play,Forehand,Flat,short,deuce,deuce,Net,Adi Bitton,deep,cross court,far,-3.111328,12.398438,-1.900391,24.771288
Adi Bitton,1,119,21,3,-1.549805,17.394388,-0.331299,0.037253,2.242188,37.202724,first_serve,Serve,Kick,short,deuce,ad,Net,Adi Bitton,deep,out wide,near,1.549805,6.375612,-0.331299,0.037253
Adi Bitton,1,119,21,3,-2.147633,5.522867,-0.510254,0.021628,2.21875,55.213097,second_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,down the T,near,2.147633,18.247133,-0.510254,0.021628
Opponent,2,119,21,3,-0.423935,5.468548,-1.443359,-0.720038,1.408203,54.171581,second_return,Forehand,Topspin,deep,ad,ad,In,Adi Bitton,deep,inside out,far,-0.423935,5.468548,1.443359,24.490038
Adi Bitton,3,119,21,3,-1.813959,-3.57683,-2.080078,-1.689309,1.171875,71.917946,serve_plus_one,Backhand,Flat,out,ad,ad,Out,Adi Bitton,out,cross court,near,1.813959,27.34683,-2.080078,-1.689309
Opponent,4,119,21,3,4.4375,18.247248,-1.669922,-0.282538,0.94043,43.557335,return_plus_one,Backhand,Flat,short,ad_alley,ad,Net,Adi Bitton,deep,down the line,far,4.4375,18.247248,1.669922,24.052538
Adi Bitton,1,120,21,3,3.018623,5.496843,1.52832,0.201316,2.445312,67.251595,first_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,out wide,near,-3.018623,18.273157,1.52832,0.201316
Opponent,2,120,21,3,2.302514,6.717514,6.019531,0.483087,1.073242,34.633736,first_return,Forehand,Slice,short,deuce,deuce_out,In,Adi Bitton,deep,down the line,far,2.302514,6.717514,-6.019531,23.286913
Adi Bitton,3,120,21,3,-3.513939,1.876516,2.386719,5.025534,1.259766,47.183754,serve_plus_one,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,short,down the line,near,3.513939,21.893484,2.386719,5.025534
Adi Bitton,1,121,21,3,-2.217254,5.676929,-0.161499,1.357566,2.236328,61.151451,first_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,down the T,near,2.217254,18.093071,-0.161499,1.357566
Opponent,2,121,21,3,1.542036,5.293054,-1.994141,-1.782538,1.212891,53.202251,first_return,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,out,inside in,far,1.542036,5.293054,1.994141,25.552538
Adi Bitton,3,121,21,3,0.32566,0.080411,0.571289,-1.306497,1.164062,54.696251,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-0.32566,23.689589,0.571289,-1.306497
Opponent,4,121,21,3,-3.733072,5.500667,2.121094,-2.063788,1.539062,34.954433,return_plus_one,Forehand,Topspin,short,ad,deuce,In,Adi Bitton,out,down the line,far,-3.733072,5.500667,-2.121094,25.833788
Adi Bitton,5,121,21,3,1.802058,0.039947,-4.917969,2.302878,0.885742,64.743607,in_play,Backhand,Topspin,deep,deuce,ad_alley,In,Adi Bitton,deep,down the line,near,-1.802058,23.730053,-4.917969,2.302878
Adi Bitton,1,122,21,3,-2.693911,5.610141,-0.289551,0.021628,2.183594,62.96043,first_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,out wide,near,2.693911,18.159859,-0.289551,0.021628
Opponent,2,122,21,3,0.935698,3.559717,-2.359375,-1.220038,1.193359,52.422379,first_return,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,out,inside in,far,0.935698,3.559717,2.359375,24.990038
Adi Bitton,3,122,21,3,1.024468,5.482402,-0.115967,-1.970559,1.304688,54.142315,serve_plus_one,Forehand,Topspin,short,deuce,ad,In,Adi Bitton,out,inside in,near,-1.024468,18.287598,-0.115967,-1.970559
Opponent,4,122,21,3,2.503614,3.466267,2.814453,-1.032538,0.776855,55.62479,return_plus_one,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.503614,3.466267,-2.814453,24.802538
Adi Bitton,5,122,21,3,1.080078,5.11375,2.554688,-1.072122,1.069336,48.462486,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.080078,18.65625,2.554688,-1.072122
